QuestIndex;QuestName;Group;Type;LineIndex;EnglishText;ChineseText
34;Secret Recipe Delivery;SerpentValley;Description;4;there myself.;没法亲自跑一趟。
34;Secret Recipe Delivery;SerpentValley;TaskDescription;0;Please delivery this recipe to {CraftsLady/LimeGreen} in;请把这份配方交给 {CraftsLady/LimeGreen}，
34;Secret Recipe Delivery;SerpentValley;TaskDescription;1;{BichonWall/Yellow}.;她在 {BichonWall/Yellow}。
34;Secret Recipe Delivery;SerpentValley;GotoMessage;0;Deliver the Recipe to CraftsLady in BichonWall;把配方送到比奇城墙的 CraftsLady 手中。
35;SerpentValley;BichonProvince;Description;0;Have you heard of {SnakeWine/LightSteelBlue}? This Wine is made ;你听说过 {SnakeWine/LightSteelBlue} 吗？这种酒是用
35;SerpentValley;BichonProvince;Description;1;with {Red Snake/Crimson} and {Striped Snakes/Crimson}. I had this ;{Red Snake/Crimson} 和 {Striped Snakes/Crimson} 酿制而成的。
35;SerpentValley;BichonProvince;Description;2;once near the {SerpentValley/Yellow} and i still can't ;我曾在 {SerpentValley/Yellow} 附近喝过一次，至今
35;SerpentValley;BichonProvince;Description;3;forget the taste of it.;都忘不了那味道。
35;SerpentValley;BichonProvince;TaskDescription;0;Please go purchase some {SnakeWine/LightSteelBlue} from {Mary/LimeGreen};请去向 {Mary/LimeGreen} 购买一些 {SnakeWine/LightSteelBlue}。
35;SerpentValley;BichonProvince;GotoMessage;0;Travel to SerpentValley and Speak to the InnKeeper;前往蛇谷，与旅店老板谈话。
36;Ingredients for Snake Wine;SerpentValley;Description;0;I'm sorry but we are sold out of {SnakeWine/LightSteelBlue}.;抱歉，我们的 {SnakeWine/LightSteelBlue} 已经卖完了。
36;Ingredients for Snake Wine;SerpentValley;Description;1;I can make you some, But you will have to bring ;我可以再酿一些，不过你得帮我准备
36;Ingredients for Snake Wine;SerpentValley;Description;2;me the ingredients.;所需的材料。
36;Ingredients for Snake Wine;SerpentValley;TaskDescription;0;Please collect 10 {SnakeBody's/LightSteelBlue} from Snakes.;请从各种蛇身上收集 10 份 {SnakeBody's/LightSteelBlue}。
36;Ingredients for Snake Wine;SerpentValley;GotoMessage;0;Return to InnKeeper at 517:466;然后回到 517:466 找旅店老板。
37;Wine Delivery;SerpentValley;Description;0;Here's the {SnakeWine/LightSteelBlue} for {MongchonScout/LimeGreen} as ;这是给 {MongchonScout/LimeGreen} 准备的 {SnakeWine/LightSteelBlue}，
37;Wine Delivery;SerpentValley;Description;1;promised. Please enjoy.;如约酿好，请慢用。
37;Wine Delivery;SerpentValley;TaskDescription;0;Deliver the {SnakeWine/LightSteelBlue} to {MongchonScout/LimeGreen}.;请把这份 {SnakeWine/LightSteelBlue} 交给 {MongchonScout/LimeGreen}。
37;Wine Delivery;SerpentValley;GotoMessage;0;Return to MongchonScout with the Wine.;带着酒回到 MongchonScout 那里。
38;Find Ebony Fruit;SerpentValley;Description;0;Hello traveller. I also need some fruit to make ;你好，旅行者。我还需要一些水果来
38;Find Ebony Fruit;SerpentValley;Description;1;this wine. Could you get me 10 {EbonyFruit/LightSteelBlue}.;酿这酒。能帮我采集 10 个 {EbonyFruit/LightSteelBlue} 吗？
38;Find Ebony Fruit;SerpentValley;TaskDescription;0;Please collect 10 {EbonyFruit/LightSteelBlue};请收集 10 个 {EbonyFruit/LightSteelBlue}。
38;Find Ebony Fruit;SerpentValley;GotoMessage;0;Return to InnKeeper at 517:466;收集完后回到 517:466 找旅店老板。
39;Greetings to the Old Man;SerpentValley;Description;0;My grandpa lives in {WoomyonWoods/Yellow}. I used ;我外公住在 {WoomyonWoods/Yellow}，以前
39;Greetings to the Old Man;SerpentValley;Description;1;to visit him offen, but I've just been too busy. ;我经常去看他，但最近实在太忙，
39;Greetings to the Old Man;SerpentValley;Description;2;Could you visit {MasterShok/LimeGreen} in {WoomyonWoods/Yellow};能麻烦你去 {WoomyonWoods/Yellow} 看看 {MasterShok/LimeGreen}，
39;Greetings to the Old Man;SerpentValley;Description;3;and see how he's doing?;看看他现在过得怎样吗？
39;Greetings to the Old Man;SerpentValley;TaskDescription;0;Visit {MasterShok/LimeGreen} Coordinates 312:73 ;前往坐标 312:73 处拜访 {MasterShok/LimeGreen}，
39;Greetings to the Old Man;SerpentValley;TaskDescription;1;{WoomyonWood's/Yellow};那是 {WoomyonWood's/Yellow} 的位置。
39;Greetings to the Old Man;SerpentValley;GotoMessage;0;Travel to WoomyonWoods and Visit Melissas Grandfather;前往雾隐森林探望 Melissa 的外公。
40;Clean Up;WoomyonWoods;Description;0;Hello traveller. Please listen to my story. I moved ;你好，旅行者。请听我说说我的故事。我搬到这里
40;Clean Up;WoomyonWoods;Description;1;to {Woomyon Woods/Yellow} 40 years ago. I was able ;来到 {Woomyon Woods/Yellow} 已经有四十年了。那时候我还能
40;Clean Up;WoomyonWoods;Description;2;to hunt all the monsters around my home then, ;一个人猎杀家门口的所有怪物，
40;Clean Up;WoomyonWoods;Description;3;but now that I'm old and weak, I'm afraid to go ;但如今我又老又弱，
40;Clean Up;WoomyonWoods;Description;4;out of my house.;连出门都感到害怕。
40;Clean Up;WoomyonWoods;TaskDescription;0;Eliminate 10 {OmaFighter/Crimson} for {MasterShok/LimeGreen};请为了 {MasterShok/LimeGreen} 消灭 10 只 {OmaFighter/Crimson}。
40;Clean Up;WoomyonWoods;GotoMessage;0;Return back to MasterShok at 312:73;完成后回到 312:73 找 MasterShok。
41;Grandads Request;WoomyonWoods;Description;0;You remind me of my granschild. She went to;你让我想起我的孙女。她去了
41;Grandads Request;WoomyonWoods;Description;1;{Bichon/Yellow} to make money. I heard she was working;{Bichon/Yellow} 打工，听说现在在
41;Grandads Request;WoomyonWoods;Description;2;at a butcher's store. Could you let her know that;一家屠夫店里做事。你能替我告诉她，
41;Grandads Request;WoomyonWoods;Description;3;I'm doing well?;我过得很好吗？
41;Grandads Request;WoomyonWoods;TaskDescription;0;Talk to {Sarah/LimeGreen} in {BichonWall/Yellow}.;去 {BichonWall/Yellow} 找 {Sarah/LimeGreen} 谈话。
41;Grandads Request;WoomyonWoods;CompletionDescription;0;Thankyou traveller. I was getting worried about;谢谢你，旅行者。我一直担心着
41;Grandads Request;WoomyonWoods;CompletionDescription;1;my grandad.;我的外公。
41;Grandads Request;WoomyonWoods;GotoMessage;0;Travel to BichonWall and Speak with Sarah 313:271;前往比奇城墙，在 313:271 与 Sarah 交谈。
42;Way to Mongchon;BichonProvince;Description;0;Hello young Mirian, I'm planning going to;你好，年轻的勇士。我打算经常前往
42;Way to Mongchon;BichonProvince;Description;1;{MongchonProvince/Yellow} frequently, but i haven't left;{MongchonProvince/Yellow}，可是一直没敢出发，
42;Way to Mongchon;BichonProvince;Description;2;this town because of the snake on the way. ;因为路上有太多毒蛇。
42;Way to Mongchon;BichonProvince;Description;3;Do you think you can eliminate some of those ;你觉得能帮我清理掉一些
42;Way to Mongchon;BichonProvince;Description;4;snakes?;那些蛇吗？
42;Way to Mongchon;BichonProvince;TaskDescription;0;Eliminate 15 {RedViper/Crimson} and {TigerViper's/Crimson};请消灭 15 只 {RedViper/Crimson} 和 {TigerViper's/Crimson}。
42;Way to Mongchon;BichonProvince;GotoMessage;0;Return to Bruce in Mongchon's Blacksmith;完成后回到盟重铁匠铺找 Bruce。
43;Help Needed;BichonProvince;Description;0;Do you know where {SerpentValley/Yellow} is? It's a;你知道 {SerpentValley/Yellow} 在哪里吗？那是一个
43;Help Needed;BichonProvince;Description;1;small town northwest of here. {Robert/LimeGreen} in that;位于这里西北方向的小镇。那里有个叫 {Robert/LimeGreen} 的人
43;Help Needed;BichonProvince;Description;2;town is looking for some help. ;正在寻找帮手。
43;Help Needed;BichonProvince;Description;3;Are you interested?;你有兴趣去帮忙吗？
43;Help Needed;BichonProvince;TaskDescription;0;Speak to {Robert/LimeGreen} in {SerpentValley/Yellow};去 {SerpentValley/Yellow} 找 {Robert/LimeGreen} 谈一谈。
43;Help Needed;BichonProvince;GotoMessage;0;Speak to Robert in SerpentValley;前往蛇谷与 Robert 交谈。
44;Help Sandford;SerpentValley;Description;0;Did you come to help me? Are you really going to;你是来帮我的？你真的愿意帮忙吗？
44;Help Sandford;SerpentValley;Description;1;help? Thank you so much. I never settle at one;太感谢你了。我从来没有在一个地方久住，
44;Help Sandford;SerpentValley;Description;2;place, so I never have any neighbors to help me.;身边也就没有邻居能帮我。
44;Help Sandford;SerpentValley;Description;3;My daugther got bitten by a {RedSnake/Crimson} and the ;我女儿被一条 {RedSnake/Crimson} 咬伤，
44;Help Sandford;SerpentValley;Description;4;poison is almost killing her. I heard there is a ;毒素几乎要了她的命。我听说在 {PrajnaIsland/Yellow} 有一位
44;Help Sandford;SerpentValley;Description;5;famous doctor, {Sandford/LimeGreen} in {PrajnaIsland/Yellow}.;名医 {Sandford/LimeGreen}，也许只有他能救她。
44;Help Sandford;SerpentValley;TaskDescription;0;Please visit {Sandford/LimeGreen} and retrieve the cure my ;请去拜访 {Sandford/LimeGreen}，为我
44;Help Sandford;SerpentValley;TaskDescription;1;daughter;女儿带回解药。
44;Help Sandford;SerpentValley;GotoMessage;0;Travel to PrajnaIsland Speak to Sandford. Boat leaves fom BorderVillage;乘船从边境村前往般若岛，与 Sandford 谈话。
45;Red Snake's Teeth;PrajnaIsland;Description;0;{RedSnake/Crimson} bite? Please tell {Robert/LimeGreen} that the Teeth;被 {RedSnake/Crimson} 咬伤了吗？请转告 {Robert/LimeGreen}，
45;Red Snake's Teeth;PrajnaIsland;Description;1;of the {RedSnake/Crimson} is the main ingredient for the ;{RedSnake/Crimson} 的牙齿是解药的主要材料。
45;Red Snake's Teeth;PrajnaIsland;Description;2;cure. You don't have much time. Go and kill some ;你没有多少时间了，赶紧去猎杀一些
45;Red Snake's Teeth;PrajnaIsland;Description;3;{RedSnake's/Crimson} for the Teeth.;{RedSnake's/Crimson}，带回它们的毒牙吧。
45;Red Snake's Teeth;PrajnaIsland;TaskDescription;0;Collect {RedSnakeTeeth/LightSteelBlue} for the Cure;收集 {RedSnakeTeeth/LightSteelBlue} 作为解药材料。
45;Red Snake's Teeth;PrajnaIsland;GotoMessage;0;Hunt RedSnakes and Return to Robert in SerpentValley;猎杀红蛇后回到蛇谷找 Robert 复命。
46;Skeleton Bones;BichonProvince;Description;0;{OmaCave/Yellow} are located in the west part of ;{OmaCave/Yellow} 位于 {BichonProvince/Yellow} 的西部，
46;Skeleton Bones;BichonProvince;Description;1;{BichonProvince/Yellow}. This cave is filled with strong ;洞中遍布强大的怪物，
46;Skeleton Bones;BichonProvince;Description;2;monsters. It's very dark and almost like a maze ;漆黑一片，内部几乎就像迷宫。
46;Skeleton Bones;BichonProvince;Description;3;inside. Do you think you are ready to show your ;你觉得自己已经做好
46;Skeleton Bones;BichonProvince;Description;4;courage?;展现勇气的准备了吗？
46;Skeleton Bones;BichonProvince;TaskDescription;0;Kill {Skeleton's/Crimson} in {OmaCave/Yellow} and Collect ;在 {OmaCave/Yellow} 猎杀 {Skeleton's/Crimson}，并收集
46;Skeleton Bones;BichonProvince;TaskDescription;1;{SkeletonBone's/LightSteelBlue};{SkeletonBone's/LightSteelBlue}。
46;Skeleton Bones;BichonProvince;GotoMessage;0;Return to MirGuide Peter in BichonWall;然后回到比奇城墙找 MirGuide Peter 报告。
47;Sister's Ring;BichonProvince;Description;0;Hello traveller, I have a favor tou ask you. I lost ;你好，旅行者，我想拜托你一件事。
47;Sister's Ring;BichonProvince;Description;1;my sister's ring while hunting in {OmaCave/Yellow}. ;我在 {OmaCave/Yellow} 狩猎时弄丢了姐姐的戒指。
47;Sister's Ring;BichonProvince;TaskDescription;0;Find {OliviasRing/LightSteelBlue} in {OmaCave/Yellow};请在 {OmaCave/Yellow} 找回 {OliviasRing/LightSteelBlue}。
47;Sister's Ring;BichonProvince;GotoMessage;0;Return to Diana in BichonWall 306:276;找到后回到比奇城墙 306:276 交给 Diana。
48;Deliver Supplies to the Border;BichonProvince;Description;0;The {Border village/Yellow} is in trouble! More guards are;{Border village/Yellow} 出事了！因为频繁受袭，
48;Deliver Supplies to the Border;BichonProvince;Description;1;getting injured with frequent attacks from ;越来越多的守卫负伤，
48;Deliver Supplies to the Border;BichonProvince;Description;2;monsters. {Ruben/LimeGreen} asked for {Relics/LightSteelBlue} for the injured.;{Ruben/LimeGreen} 请求我们收集一些 {Relics/LightSteelBlue} 用来救治伤员。
48;Deliver Supplies to the Border;BichonProvince;TaskDescription;0;Collect 10 {Relics/LightSteelBlue} by hunting {CaveMaggots/Crimson};请通过猎杀 {CaveMaggots/Crimson} 收集 10 份 {Relics/LightSteelBlue}。
48;Deliver Supplies to the Border;BichonProvince;GotoMessage;0;Deliver the Relics to Ruben in BorderVillage;将这些 Relics 送到边境村交给 Ruben。
49;Dangerous Skeleton;BichonProvince;Description;0;Have you been to the dungeon near {Bichon/Yellow}?;你去过 {Bichon/Yellow} 附近的地牢吗？
49;Dangerous Skeleton;BichonProvince;Description;1;The {Skeletons/Crimson} are there. The Guard near the;那里聚集着大量 {Skeletons/Crimson}。守卫报告说，
49;Dangerous Skeleton;BichonProvince;Description;2;dungeon reported that the number of {Skeletons/Crimson};最近 {Skeletons/Crimson} 的数量
49;Dangerous Skeleton;BichonProvince;Description;3;have been increasing lately. Do you think you;正在不断增加。你觉得自己
49;Dangerous Skeleton;BichonProvince;Description;4;can go eliminate 25 {Skeletons/Crimson}? This is for the;有能力消灭 25 只 {Skeletons/Crimson} 吗？
49;Dangerous Skeleton;BichonProvince;Description;5;safety of {Bichon/Yellow}.;这是为了 {Bichon/Yellow} 的安全。
49;Dangerous Skeleton;BichonProvince;TaskDescription;0;Eliminate 25 {Skeleton's/Crimson};消灭 25 只 {Skeleton's/Crimson}。
49;Dangerous Skeleton;BichonProvince;GotoMessage;0;Return to Jason in BichonWall 296:220;完成后回到比奇城墙 296:220 找 Jason 报告。
50;Cook Book Delivery;BichonProvince;Description;0;Do you know how to get to {CastleGi-Ryoong/Yellow}? I ;你知道怎么去 {CastleGi-Ryoong/Yellow} 吗？
50;Cook Book Delivery;BichonProvince;Description;1;need to send a CookBook to {Butcher Jim/LimeGreen} in;我要把一本菜谱送给那里的 {Butcher Jim/LimeGreen}，
50;Cook Book Delivery;BichonProvince;Description;2;{CastleGi-Ryoong/Yellow}? ;就是 {CastleGi-Ryoong/Yellow} 的那位屠夫。
50;Cook Book Delivery;BichonProvince;TaskDescription;0;Head North through {WoomyonWoods/Yellow} and;沿着北边穿过 {WoomyonWoods/Yellow}，
50;Cook Book Delivery;BichonProvince;TaskDescription;1;deliver the {CookBook/LightSteelBlue} to {Jim/LimeGreen} in {CastleGi-Ryoong/Yellow};把 {CookBook/LightSteelBlue} 交给 {CastleGi-Ryoong/Yellow} 的 {Jim/LimeGreen}。
50;Cook Book Delivery;BichonProvince;GotoMessage;0;Deliver the CookBook to Jim in CastleGi-Ryoong ;前往 CastleGi-Ryoong，将菜谱交给 Jim。
51;CraftLady's CanniTea;BichonProvince;Description;0;Do you know of {CanniTea?/LightSteelBlue} Its the best Tea ;你听说过 {CanniTea?/LightSteelBlue} 吗？那可是最棒的茶。
51;CraftLady's CanniTea;BichonProvince;Description;1;ever. I want to have some, but it's not easy ;我也很想喝一点，但可不容易弄到，
51;CraftLady's CanniTea;BichonProvince;Description;2;to get. Could you ask {CraftLady/LimeGreen} to ;你能去请 {CraftLady/LimeGreen}
51;CraftLady's CanniTea;BichonProvince;Description;3;make some {CanniTea/LightSteelBlue} for me? ;帮我做些 {CanniTea/LightSteelBlue} 吗？
51;CraftLady's CanniTea;BichonProvince;Description;4; ; 
51;CraftLady's CanniTea;BichonProvince;GotoMessage;0;Speak with CraftsLady in BichWall ;去比奇城墙找 CraftsLady 谈谈。
52;Ingredients for CanniTea;BichonProvince;Description;0;Did you want me to make you {CanniTea/LightSteelBlue}? Hmm.. ;你想让我为你泡 {CanniTea/LightSteelBlue}？嗯……
52;Ingredients for CanniTea;BichonProvince;Description;1;I ran out of Ingredients. Do you think you can ;材料已经用完了。你能帮我
52;Ingredients for CanniTea;BichonProvince;Description;2;get me 10 {CannibalLeaf/LightSteelBlue} and 10 {CannibalSeed/LightSteelBlue}?;收集 10 个 {CannibalLeaf/LightSteelBlue} 和 10 个 {CannibalSeed/LightSteelBlue} 吗？
52;Ingredients for CanniTea;BichonProvince;TaskDescription;0;Collect 10 {CannibalLeaf/LightSteelBlue} and {CannibalSeed's/LightSteelBlue} from ;请从 {CannibalPlant's/Crimson} 身上收集 10 个 {CannibalLeaf/LightSteelBlue} 和 10 个 {CannibalSeed's/LightSteelBlue}，
52;Ingredients for CanniTea;BichonProvince;TaskDescription;1;{CannibalPlant's/Crimson};它们都来自 {CannibalPlant's/Crimson}。
52;Ingredients for CanniTea;BichonProvince;GotoMessage;0;Return to the CraftsLady in BichonWall;完成后回到比奇城墙找 CraftsLady。
53;Deliver CanniTea;BichonProvince;Description;0;Here is the Tea you asked for. Please deliver this ;这是你要的茶。请在它凉掉之前，
53;Deliver CanniTea;BichonProvince;Description;1;before it gets cold.;尽快把它送过去。
53;Deliver CanniTea;BichonProvince;TaskDescription;0;Deliver the {CanniTea/LightSteelBlue} to {MirGuide/LimeGreen};把 {CanniTea/LightSteelBlue} 交给 {MirGuide/LimeGreen}。
53;Deliver CanniTea;BichonProvince;GotoMessage;0;Deliver CanniTea to MirGuide;把 CanniTea 送到 MirGuide 手中。
54;Zombies in the Mines;BichonProvince;Description;0;The materials I need for making weapons;我打造武器所需的材料
54;Zombies in the Mines;BichonProvince;Description;1;can be found in {DeadMineEntrance/Yellow}, but the area ;可以在 {DeadMineEntrance/Yellow} 附近找到，那里一带
54;Zombies in the Mines;BichonProvince;Description;2;is infested with {Zombies/Crimson}. ;已经被 {Zombies/Crimson} 占满了。
54;Zombies in the Mines;BichonProvince;TaskDescription;0;Eliminate 5 of each {Zombie/Crimson} in the {Mines/Yellow}.;请在 {Mines/Yellow} 各消灭 5 只不同种类的 {Zombie/Crimson}。
54;Zombies in the Mines;BichonProvince;GotoMessage;0;Return to Blacksmith Bill in BichonWall;然后回到比奇城墙找铁匠 Bill。
54;Zombies in the Mines;BichonProvince;KillMessage;0;Kill Zombies in BichonDeadMines;在比奇死亡矿区中击杀僵尸。
55;Restocking Supplies;BichonProvince;Description;0;Could you please help me. I need to restock my ;能请你帮帮我吗？我需要重新补充一批
55;Restocking Supplies;BichonProvince;Description;1;supplies. Could you please find the materials ;库存物资。请你帮我寻找一部分材料，
55;Restocking Supplies;BichonProvince;Description;2;from the {Caves/Yellow} near {Bichon/Yellow}?;它们在 {Bichon/Yellow} 附近的 {Caves/Yellow} 里。
55;Restocking Supplies;BichonProvince;TaskDescription;0;Please collect 5 {BatTeeth/LightSteelBlue} and {Skull's/LightSteelBlue} from ;请在 {OmaCave/Yellow} 收集 5 个 {BatTeeth/LightSteelBlue} 和 5 个 {Skull's/LightSteelBlue}，
55;Restocking Supplies;BichonProvince;TaskDescription;1;{OmaCave/Yellow}, and {ZombieEye/LightSteelBlue} from {BichonDeadMine/Yellow}.;并在 {BichonDeadMine/Yellow} 收集 {ZombieEye/LightSteelBlue}。
55;Restocking Supplies;BichonProvince;CompletionDescription;0;Thankyou very much brave traveller.;非常感谢你，勇敢的旅行者。
55;Restocking Supplies;BichonProvince;GotoMessage;0;Return to CraftsLady in BichonWall;回到比奇城墙找 CraftsLady。
56;Bat Wings;BichonProvince;Description;0;Have you ever tasted {Bat Wings/LightSteelBlue} before? It's a ;你吃过 {Bat Wings/LightSteelBlue} 吗？那可是道美味。
56;Bat Wings;BichonProvince;Description;1;delicacy. I've been selling this a lot latley. Do You;最近这道菜卖得很好。你能帮我
56;Bat Wings;BichonProvince;Description;2;think you can help me get some more wings?;再弄些蝙蝠翅膀来吗？
56;Bat Wings;BichonProvince;TaskDescription;0;Collect 10 {BatWing's/LightSteelBlue} and return to {Sarah/LimeGreen};收集 10 个 {BatWing's/LightSteelBlue}，然后回到 {Sarah/LimeGreen} 身边。
56;Bat Wings;BichonProvince;GotoMessage;0;Return to Butcher Sarah in BichonWall;回到比奇城墙找屠夫 Sarah。
57;Collect Information;BichonProvince;Description;0;Template.;（占位模板）
57;Collect Information;BichonProvince;GotoMessage;0;Take CaveReport to Kyle at the South East Gate.;把 CaveReport 送到东南门的 Kyle 那里。
58;Danger in the Cave;BichonProvince;Description;0;Hmm.. The information seems to refer to the ;嗯……情报似乎指向了
58;Danger in the Cave;BichonProvince;Description;1;{BoneElite/Crimson}. Can you help us and hunt ;{BoneElite/Crimson}。你能帮我们猎杀掉
58;Danger in the Cave;BichonProvince;Description;2;this monster? We cannot leave our town since ;这个怪物吗？我们现在也遭到袭击，根本无法离开城镇，
58;Danger in the Cave;BichonProvince;Description;3;we are under attack as well. ;所以只能拜托你出手。
58;Danger in the Cave;BichonProvince;TaskDescription;0;Please eliminate the {BoneElite/Crimson} and bring back his ;请消灭那只 {BoneElite/Crimson}，并带回它的
58;Danger in the Cave;BichonProvince;TaskDescription;1;{Head/LightSteelBlue}.;{Head/LightSteelBlue}。
58;Danger in the Cave;BichonProvince;GotoMessage;0;Return BoneElites head to Kyle in BichonWall;将精英骷髅的头颅交给比奇城墙的 Kyle。
59;Rare Ore;BichonProvince;Description;0;I'm making special armour useing {RareCopperOre/LightSteelBlue}.;我正在用 {RareCopperOre/LightSteelBlue} 打造一件特别的铠甲。
59;Rare Ore;BichonProvince;Description;1;You can find these from the {Zombies/Crimson} in the ;这些矿石可以从 {Dead mine/Yellow} 里的 {Zombies/Crimson}
59;Rare Ore;BichonProvince;Description;2;{Dead mine/Yellow}. ;身上找到。
59;Rare Ore;BichonProvince;TaskDescription;0;Find 10 {RareCopperOre/LightSteelBlue} by hunting {Zombies/Crimson}.;请通过猎杀 {Zombies/Crimson} 收集 10 块 {RareCopperOre/LightSteelBlue}。
59;Rare Ore;BichonProvince;GotoMessage;0;Return to Blacksmith Bill in BichonWall;然后回到比奇城墙找铁匠 Bill。
60;Help the Farmers;BichonProvince;Description;0;There is a small farm near {Bichon/Yellow}. This farm is;在 {Bichon/Yellow} 附近有一片小农场，
60;Help the Farmers;BichonProvince;Description;1;being attacked by insects. The reports are;最近不断遭到虫类攻击。报告显示，
60;Help the Farmers;BichonProvince;Description;2;saying that these insects live in {InsectCave/Yellow}.;这些虫子都是从 {InsectCave/Yellow} 爬出来的。
60;Help the Farmers;BichonProvince;Description;3;Could you hunt them in {InsectCave/Yellow} for me?;你能到 {InsectCave/Yellow} 帮我清理一下它们吗？
60;Help the Farmers;BichonProvince;TaskDescription;0;Follow the Path North to {WoomyonWoods/Yellow} and;沿着北边小路前往 {WoomyonWoods/Yellow}，
60;Help the Farmers;BichonProvince;TaskDescription;1;Eliminate 25 {SpiderFrog's/Crimson} in {InsectCave/Yellow};在 {InsectCave/Yellow} 消灭 25 只 {SpiderFrog's/Crimson}。
60;Help the Farmers;BichonProvince;GotoMessage;0;Return to the Examiner in BichonWall;完成后回到比奇城墙找考官。
61;Part Time Job;BichonProvince;Description;0;I got a message from {WoomyonWoods/Yellow} asking for ;我收到来自 {WoomyonWoods/Yellow} 的求助信息，
61;Part Time Job;BichonProvince;Description;1;some help. Can you go to {WoomyonWoods/Yellow} and ;希望有人前去帮忙。你能去 {WoomyonWoods/Yellow}
61;Part Time Job;BichonProvince;Description;2;help then with the trouble in {InsectCave/Yellow}? ;帮忙解决 {InsectCave/Yellow} 那里的麻烦吗？
61;Part Time Job;BichonProvince;TaskDescription;0;Please go speak to {MasterShok/LimeGreen} in;请前往 {WoomyonWoods/Yellow}，与 {MasterShok/LimeGreen}
61;Part Time Job;BichonProvince;TaskDescription;1;{WoomyonWoods/Yellow}.;好好谈一谈。
61;Part Time Job;BichonProvince;GotoMessage;0;Travel to WoomyonWoods and speak to MasterShok;前往雾隐森林与 MasterShok 交谈。
62;Exterminate;WoomyonWoods;Description;0;I want you to eliminate in the insects in ;我希望你去消灭洞里的那些虫子，
62;Exterminate;WoomyonWoods;Description;1;{InsectCave/Yellow} I'm a very light sleeper and i cannot ;{InsectCave/Yellow} 的动静太大，
62;Exterminate;WoomyonWoods;Description;2;sleep with noise from all the insects. Please can ;我睡觉很浅，根本无法入睡。
62;Exterminate;WoomyonWoods;Description;3;you help me.;你能帮帮我吗？
62;Exterminate;WoomyonWoods;TaskDescription;0;Eliminate 10 {KekTal/Crimson} and {VioletKekTal/Crimson};请消灭 10 只 {KekTal/Crimson} 和 {VioletKekTal/Crimson}。
62;Exterminate;WoomyonWoods;GotoMessage;0;Return to MasterShok in WoomyonWoods;完成后回到雾隐森林找 MasterShok 报告。
63;Finding a Friend's Remains;BichonProvince;Description;0;You have been very helpful to many people in ;你已经帮了 {Bichon/Yellow} 许多人，
63;Finding a Friend's Remains;BichonProvince;Description;1;{Bichon/Yellow}. Do you have any spare time to help me ;能抽点时间也帮帮我吗？
63;Finding a Friend's Remains;BichonProvince;Description;2;as well? A long time ago, I had a friend that I ;很久以前，我有一位一起狩猎的朋友，
63;Finding a Friend's Remains;BichonProvince;Description;3;went hunting with. We went to {BichonDeadMine/Yellow} ;我们曾一起前往 {BichonDeadMine/Yellow}，
63;Finding a Friend's Remains;BichonProvince;Description;4;one day when we where suuounded by ;那天被危险的怪物团团包围。
63;Finding a Friend's Remains;BichonProvince;Description;5;dangerous creatures. We tried to escape, but ;我们试图突围，但怪物实在太多，
63;Finding a Friend's Remains;BichonProvince;Description;6;there where just to many of them. My friend got ;我的朋友在战斗中受了重伤，
63;Finding a Friend's Remains;BichonProvince;Description;7;hurt in battle, and he decided to stay behide ;最后决定留下来断后，
63;Finding a Friend's Remains;BichonProvince;Description;8;while I escaped to get some help. I wanted ;让我一个人逃出去搬救兵。
63;Finding a Friend's Remains;BichonProvince;Description;9;to get some help but no one was brave enough ;可我找不到愿意和我一起回去的人，
63;Finding a Friend's Remains;BichonProvince;Description;10;to go help him with me. It's already to late ;直到现在已经太迟，
63;Finding a Friend's Remains;BichonProvince;Description;11;but can you go find the remains of my friend? ;但你能帮我找到他的遗骸吗？
63;Finding a Friend's Remains;BichonProvince;Description;12;He always had his necklace on him.;他身上应该带着一条项链。
63;Finding a Friend's Remains;BichonProvince;TaskDescription;0;Try find {Vincent's/LimeGreen} friend he was last seen on;请尝试寻找 {Vincent's/LimeGreen} 的朋友，
63;Finding a Friend's Remains;BichonProvince;TaskDescription;1;{B2 of DeadMine/Yellow}.;他最后一次出现是在 {B2 of DeadMine/Yellow}。
63;Finding a Friend's Remains;BichonProvince;GotoMessage;0;Find Vincents Friend in BichonDeadMines;在比奇死亡矿区中寻找 Vincent 的朋友。
64;Return the Necklace;BichonProvince;Description;0;That body seems to be one {Vincent/LimeGreen} is looking ;这具尸体看起来就是 {Vincent/LimeGreen} 要找的人，
64;Return the Necklace;BichonProvince;Description;1;for. The necklace matches the description ;他身上的项链也和
64;Return the Necklace;BichonProvince;Description;2;{Vincent/LimeGreen} gave.;{Vincent/LimeGreen} 的描述相符。
64;Return the Necklace;BichonProvince;TaskDescription;0;Return the {OldNecklace/LightSteelBlue} to {Vincent/LimeGreen}.;把 {OldNecklace/LightSteelBlue} 交还给 {Vincent/LimeGreen}。
64;Return the Necklace;BichonProvince;GotoMessage;0;Return the Necklace to Blacksmith Vincent in BichonWall;回到比奇城墙，把项链交给铁匠 Vincent。
65;Revenge on Zombies;BichonProvince;Description;0;Hello traveller, One of the {Zombies/Crimson} killed my pet ;你好，旅行者，几天前有一只 {Zombies/Crimson} 杀了我的宠物。
65;Revenge on Zombies;BichonProvince;Description;1;a couple days ago. Please help me with my ;请帮我向这些家伙
65;Revenge on Zombies;BichonProvince;Description;2;revenge on the {Zombies/Crimson}!;报复一番，把那些 {Zombies/Crimson} 统统干掉！
